year,title,artist,lyrics,rank
2021,Drivers License,Olivia Rodrigo,"[Verse 1]
I got my driver's license last week
Just like we always talked about
'Cause you were so excited for me
To finally drive up to your house
But today, I drove through the suburbs
Crying 'cause you weren't around

[Verse 2]
And you're probably with that blonde girl
Who always made me doubt
She's so much older than me
She's everything I'm insecure about
Yeah, today, I drove through the suburbs
'Cause how could I ever love someone else?

[Chorus]
And I know we weren't perfect, but I've never felt this way for no one
And I just can't imagine how you could be so okay now that I'm gone
Guess you didn't mean what you wrote in that song about me
'Cause you said forever, now I drive alone past your street

[Verse 3]
And all my friends are tired
Of hearing how much I miss you, but
I kinda feel sorry for them
'Cause they'll never know you the way that I do
Yeah, today, I drove through the suburbs
And pictured I was driving home to you
See Olivia Rodrigo LiveGet tickets as low as $117You might also like[Chorus]
And I know we weren't perfect, but I've never felt this way for no one, oh
And I just can't imagine how you could be so okay now that I'm gone
I guess you didn't mean what you wrote in that song about me
'Cause you said forever, now I drive alone past your street

[Bridge]
Red lights, stop signs
I still see your face in the white cars, front yards
Can't drive past the places we used to go to
'Cause I still fuckin' love you, babe (Ooh, ooh-ooh, ooh, ooh-ooh)
Sidewalks we crossed
I still hear your voice in the traffic, we're laughing
Over all the noise
God, I'm so blue, know we're through
But I still fuckin' love you, babe (Ooh, ooh-ooh, ooh, ooh-ooh)

[Chorus]
I know we weren't perfect, but I've never felt this way for no one
And I just can't imagine how you could be so okay now that I'm gone
Guess you didn't mean what you wrote in that song about me
'Cause you said forever, now I drive alone past your street
[Outro]
Yeah, you said forever, now I drive alone past your street379Embed",11
2021,Brutal,Olivia Rodrigo,"[Intro]
I want it to be, like, messy

[Verse 1]
I'm so insecure, I think
That I'll die before I drink
And I'm so caught up in the news
Of who likes me and who hates you
And I'm so tired that I might
Quit my job, start a new life
And they'd all be so disappointed
'Cause who am I if not exploited?
And I'm so sick of seventeen
Where's my fucking teenage dream?
If someone tells me one more time
""Enjoy your youth,"" I'm gonna cry
And I don't stick up for myself
I'm anxious, and nothing can help
And I wish I'd done this before
And I wish people liked me more

[Chorus]
All I did was try my best
This the kinda thanks I get?
Unrelentlessly upset (Ah-ah-ah)
They say these are the golden years
But I wish I could disappear
Ego crush is so severe
God, it's brutal out here
See Olivia Rodrigo LiveGet tickets as low as $117You might also like[Post-Chorus]
(Yeah)

[Verse 2]
I feel like no one wants me
And I hate the way I'm perceived
I only have two real friends
And lately, I'm a nervous wreck
'Cause I love people I don't like
And I hate every song I write
And I'm not cool, and I'm not smart
And I can't even parallel park

[Chorus]
All I did was try my best
This the kinda thanks I get?
Unrelentlessly upset (Ah-ah-ah)
They say these are the golden years
But I wish I could disappear
Ego crush is so severe
God, it's brutal out here

[Post-Chorus]
(Yeah)
(Just havin' a really good time)
[Outro]
Got a broken ego, broken heart
(Yeah, it's brutal out here, yeah, it's brutal out here)
And God, I don't even know where to start137Embed",12
2021,Montero (Call Me By Your Name),Lil Nas X,"[Verse 1]
I caught it bad yesterday
You hit me with a call to your place
Ain't been out in a while anyway
Was hopin' I could catch you throwin' smiles in my face
Romantic talkin'? You don't even have to try
You're cute enough to fuck with me tonight
Lookin' at the table, all I see is weed and white
Baby, you livin' the life, but nigga, you ain't livin' right

[Pre-Chorus]
Cocaine and drinkin' with your friends
You live in the dark, boy, I cannot pretend
I'm not fazed, only here to sin
If Eve ain't in your garden, you know that you can

[Chorus]
Call me when you want, call me when you need
Call me in the morning, I'll be on the way
Call me when you want, call me when you need
Call me out by your name, I'll be on the way like

[Post-Chorus]
Mmm, mmm, mmm
Mmm, mmm, mmm
You might also like[Verse 2]
Ayy, ayy
I wanna sell what you're buyin'
I wanna feel on your ass in Hawaii
I want that jet lag from fuckin' and flyin'
Shoot a child in your mouth while I'm ridin'
Oh, oh, oh, why me?
A sign of the times every time that I speak
A dime and a nine, it was mine every week
What a time, an incline, God was shinin' on me
Now I can't leave
And now I'm actin' hella elite
Never want the niggas that's in my league
I wanna fuck the ones I envy, I envy

[Pre-Chorus]
Cocaine and drinkin' with your friends
You live in the dark, boy, I cannot pretend
I'm not fazed, only here to sin
If Eve ain't in your garden, you know that you can

[Chorus]
Call me when you want, call me when you need
Call me in the morning, I'll be on the way
Call me when you want, call me when you need
Call me out by your name, I'll be on the way like
[Post-Chorus]
Oh, call me by your name (Mmm, mmm, mmm)
Tell me you love me in private
Call me by your name (Mmm, mmm, mmm)
I do not care if you're lyin'334Embed",13
2021,Enough For You,Olivia Rodrigo,"[Verse 1]
I wore makeup when we dated
'Cause I thought you'd like me more
If I looked like the other prom queens
I know that you loved before
Tried so hard to be everything that you liked
Just for you to say you're not the compliment type

[Verse 2]
And I knew how you took your coffee
And your favorite songs by heart
I read all of your self-help books
So you'd think that I was smart
Stupid, emotional, obsessive little me
I knew from the start this is exactly how you'd leave

[Chorus]
You found someonе more exciting, the nеxt second, you were gone
And you left me there cryin', wonderin' what I did wrong
And you always say I'm never satisfied, but I don't think that's true
'Cause all I ever wanted was to be enough for you
Yeah, all I ever wanted was to be enough for you

[Verse 3]
And maybe I'm just not as interesting
As the girls you had before
But God, you couldn't have cared less
About someone who loved you more
I'd say you broke my heart
But you broke much more than that
Now, I don't want your sympathy
I just want myself back
See Olivia Rodrigo LiveGet tickets as low as $117You might also like[Chorus]
Before you found someone more exciting, the next second, you were gone
And you left me there cryin', wonderin' what I did wrong
And you always say I'm never satisfied, but I don't think that's true
'Cause all I ever wanted was to be enough

[Bridge]
And don't you think I loved you too much
To be used and discarded?
Don't you think I loved you too much
To think I deserve nothing?
But don't tell me you're sorry, boy
Feel sorry for yourself
'Cause someday, I'll be everything to somebody else

[Outro]
And they'll think that I am so exciting
And you'll be the one who's crying
Yeah, you always say I'm never satisfied, but I don't think that's true
You say I'm never satisfied, but that's not me, it's you
'Cause all I ever wanted was to be enough
But I don't think anything could ever be enough for you
Enough for you, oh
No, nothing's enough for you55Embed",14
2021,Happier,Olivia Rodrigo,"[Verse 1]
We broke up a month ago
Your friends are mine, you know I know
You've moved on, found someone new
One more girl who brings out the better in you
And I thought my heart was detached
From all the sunlight of our past
But she's so sweet, she's so pretty
Does she mean you forgot about me?

[Chorus]
Oh, I hope you're happy
But not like how you were with me
I'm selfish, I know, I can't let you go
So find someone great, but don't find no one better
I hope you're happy, but don't be happier

[Verse 2]
And do you tell her she's the most beautiful girl you've ever seen?
An eternal love bullshit you know you'll never mean
Remember when I believed
You meant it when you said it first to me?
And now I'm pickin' her apart
Like cuttin' her down will make you miss my wretched heart
But she's beautiful, she looks kind
She probably gives you butterflies
See Olivia Rodrigo LiveGet tickets as low as $117You might also like[Chorus]
I hope you're happy
But not like how you were with me
I'm selfish, I know, I can't let you go
So find someone great, but don't find no one better
I hope you're happy
I wish you all the best, really
Say you love her, baby, just not like you loved me
And think of me fondly when your hands are on her
I hope you're happy, but don't be happier

[Bridge]
Ooh, ooh-ooh
Ooh-ooh, ooh-ooh

[Chorus]
I hope you're happy
Just not like how you were with me
I'm selfish, I know, can't let you go
So find someone great, but don't find no one better
I hope you're happy, but don't be happier88Embed",15
2021,Without You,The Kid LAROI,"[Chorus]
You cut out a piece of me and now I bleed internally
Left here without you (No, no, no), without you (Ooh)
And it hurts for me to think about what life could possibly be like
Without you (No, no, no), without you (No, no)

[Verse]
I can't believe that you would up and leave me
Fuck all of your reasons
I lost my shit, you know I didn't mean it
Now I see it, you run and repeat it
And I can't take it back, so in the past is where we'll leave it, huh

[Pre-Chorus]
So there you go, oh
Can't make a wife out of a ho, oh
I'll never find the words to say I'm sorry
But I'm scared to be alone

[Chorus]
You cut out a piece of me and now I bleed internally
Left here without you (No, no, no), without you (Ooh)
And it hurts for me to think about what life could possibly be like
Without you (No, no, no), without you (No, no)

[Post-Chorus]
Oh-oh, woah, oh-oh, woah
Oh-oh, woah, oh-oh, woah
Without you, without you
Oh-oh, woah, oh-oh, woah
Oh-oh, woah, oh-oh, woah
Without you, without you
See The Kid LAROI LiveGet tickets as low as $103You might also like[Bridge]
It's gon' be hard here on my own
And even harder to let you go
I really wish that we, could have got this right

[Pre-Chorus]
So here I go, oh
Can't make a wife out of a ho, oh
I'll never find the words to say I'm sorry
But I'm scared to be alone (Oh)

[Chorus]
You cut out a piece of me and now I bleed internally
Left here without you (No, no, no), without you (Ooh)
And it hurts for me to think about what life could possibly be like
Without you (No, no, no), without you (No, no)

[Post-Chorus]
Oh-oh, woah, oh-oh, woah
Oh-oh, woah, oh-oh, woah
Without you, without you (No, no, no)116Embed",16
2021,Rapstar,Polo G,"[Intro]
(Shout out my nigga Synco)

[Chorus]
Uh (Tuned up), copped a BMW, new deposit, I picked up another bag
Like fuck it, I'ma count while I'm in it
I hear planes flyin', crowds screamin', money counters, chains clangin'
Shit, I guess that's how it sound when you winnin'
I ain't jokin', do it sound like I'm kiddin'?
I been makin' like two thousand a minute
So high up through the clouds, I was swimmin'
I'm probably gon' drown when I'm in it
I bet she gon' get loud when I'm in it
And we might have a child when I'm finished

[Verse 1]
Uh, I won't love a ho, after we fuck, she can't get near me
Only bitch I give a conversation to is Siri
My pants Amiri, yes, I'm winnin', clearly
I'm the chosen one, seen my potential, so they fear me
Lately I've been prayin', God, I wonder, can You hear me?
Thinkin' 'bout the old me, I swear I miss you dearly
Stay down 'til you come up, I've been stickin' to that theory
Every day a battle, I'm exhausted and I'm weary
Make sure I smile in public, when alone, my eyes teary
I fought through it all, but that shit hurt me severely
I've been gettin' high to hide behind my insecurities
Takin' different pills, but I know it ain't gon'—
See Polo G LiveGet tickets as low as $49You might also like[Chorus]
Uh, copped a BMW, new deposit, I picked up another bag
Like fuck it, I'ma count while I'm in it
I hear planes flyin', crowds screamin', money counters, chains clangin'
Shit, I guess that's how it sound when you winnin'
I ain't jokin', do it sound like I'm kiddin'?
I been makin' like two thousand a minute
So high up through the clouds, I was swimmin'
I'm probably gon' drown when I'm in it
I bet she gon' get loud when I'm in it (Uh, uh)
And we might have a child when I'm finished

[Verse 2]
They say I'm Pac rebirth, never put out a weak verse
Homicides when we lurk, I'ma step 'til my feet hurt
Been puttin' them streets first
White tees turned burgundy t-shirts
Lookin' for somethin' real, he stuck in a deep search
Anxiety killin' me, I just want to leave Earth
When they ask if I'm okay, it just make everything seem worse
Try and explain your feelings, sound like something you rehearsed
Stabbed me in my back with a clean smirk
Lookin' so deep into your eyes, I can read your thoughts, so
Shut the fuck—, I mean, please don't talk
I done been through too much and I don't need another loss
Put that on every war scar for every battle I fought
[Chorus]
Uh, copped a BMW, new deposit, I picked up another bag
Like fuck it, I'ma count while I'm in it
I hear planes flyin', crowds screamin', money counters, chains clangin'
Shit, I guess that's how it sound when you winnin'
I ain't jokin', do it sound like I'm kiddin'?
I been makin' like two thousand a minute
So high up through the clouds, I was swimmin'
I'm probably gon' drown when I'm in it
I bet she gon' get loud when I'm in it
And we might have a child when I'm finished

[Outro]
When I'm finished, when I'm finished190Embed",17
2021,Favorite Crime,Olivia Rodrigo,"[Verse 1]
Know that I loved you so bad
I let you treat me like that
I was your willing accomplice, honey
And I watched as you fled the scene
Doe-eyed as you buried me
One heart broke, four hands bloody

[Chorus]
The things I did
Just so I could call you mine
The things you did
Well, I hope I was your favorite crime

[Verse 2]
You used me as an alibi
I crossed my heart as you crossed the line
And I defended you to all my friends
And now every time a siren sounds
I wondеr if you're around
'Cause you know that I'd do it all again

[Chorus]
All the things I did
Just so I could call you minе
The things you did
Well, I hope I was your favorite crime
See Olivia Rodrigo LiveGet tickets as low as $117You might also like[Bridge]
It's bittersweet to think about the damage that we'd do
'Cause I was goin' down, but I was doin' it with you
Yeah, everything we broke and all the trouble that we made
But I say that I hate you with a smile on my face
Oh, look what we became

[Chorus]
All the things I did
Just so I could call you mine
All the things you did
Well, I hope I was your favorite crime

[Outro]
Your favorite crime
Your favorite crime
'Cause, baby, you were mine75Embed",18
2021,"1 Step Forward, 3 Steps Back",Olivia Rodrigo,"[Verse 1]
Called you on the phone today
Just to ask you how you were
All I did was speak normally
Somehow, I still struck a nerve
You got me fucked up in the head, boy
Never doubted myself so much
Like, am I pretty? Am I fun, boy?
I hate that I give you power over that kinda stuff
[Chorus]
'Cause it's always one step forward and three steps back
I'm the love of your life until I make you mad
It's always one step forward and three steps back
Do you love me, want me, hate me?
Boy, I don't understand
No, I don't understand

[Verse 2]
And maybe in some masochistic way
I kind of find it all exciting
Like, which lover will I get today?
Will you walk me to the door or send me home crying?
[Chorus]
It's one step forward and three steps back
I'm the love of your life until I make you mad
It's always one step forward and three steps back
Do you love me, want me, hate me?
Boy, I don't understand
See Olivia Rodrigo LiveGet tickets as low as $117You might also like[Bridge]
No, it's back and forth, did I say something wrong?
It's back and forth, going over everything I said
It's back and forth, did I do something wrong?
It's back and forth, maybe this is all your fault instead
[Chorus]
It's one step forward and three steps back
And I'd leave you, but the rollercoaster's all I've ever had
Yeah, it's one step forward and three steps back
Do you love me, want me, hate me?
Boy, I don't understand
No, I don't understand80Embed",19
2021,Forever After All,Luke Combs,"[Verse 1]
A cold beer's got twelve ounces
A good truck's got maybe three hundred thousand
You only get so much until it's gone
Duracells in a Maglite
A needle drop on a forty-five
Are the kinda things that only last so long

[Pre-Chorus]
When the new wears off, and they get to gettin' old
Sooner or later, time's gonna take its toll

[Chorus]
They say nothing lasts forever
But they ain't seen us together
Or the way the moonlight dances in your eyes
Just a T-shirt in the kitchen
With no make-up and a million
Other things that I could look at my whole life
A love like that makes a man have second thoughts
Maybe some things last forever after all

[Verse 2]
The FM station on the outskirts
Blue jeans after years of shift work
All fadin' out like I always knew they would
The strings on this guitar
The first love lost on a young heart
Those things are gonna break after the getting's good
See Luke Combs LiveGet tickets as low as $63You might also like[Pre-Chorus]
'Cause the new wears off and they get to gettin' old
Yeah, sooner or later, time's gonna take its toll

[Chorus]
They say nothing lasts forever
But they ain't seen us together
Or the way the moonlight dances in your eyes
Just a T-shirt in the kitchen
With no make-up and a million
Other things that I could look at my whole life
A love like that makes a man have second thoughts
Maybe some things last forever after all

[Guitar Solo]

[Chorus]
They say nothing lasts forever
But they ain't seen us together
Or the way the moonlight dances in your eyes
And I know there'll be that moment
The good Lord calls one of us home and
One won't have the other by their side
But Heaven knows it, that won't last too long
Maybe some things last forever after all
[Outro]
After all20Embed",20
